SOMAscan ID,UniProt ID,Gene,Protein,#SNP,Internal_R2,Internal_Rho,FENLAND_R2,FENLAND_Rho,FENLAND_MissingRate,MEC_CN_R2,MEC_CN_Rho,MEC_CN_MissingRate,MEC_IN_R2,MEC_IN_Rho,MEC_IN_MissingRate,MEC_MA_R2,MEC_MA_Rho,MEC_MA_MissingRate,JHS_R2,JHS_Rho,JHS_MissingRate
DNAJC10.8297.8.3,Q8IXB1,DNAJC10,DnaJ homolog subfamily C member 10,2,0.013,0.114,0.0,0.0,0.5,0.001,-0.034,0.0,0.002,0.034,0.0,0.002,0.032,0.0,,,
SSMEM1.8298.8.3,Q8WWF3,SSMEM1,Serine-rich single-pass membrane protein 1,16,0.027,0.16,0.0,0.01,0.0,0.002,0.023,0.125,0.0,-0.004,0.125,0.001,0.005,0.125,,,
LILRA4.8299.66.3,P59901,LILRA4,Leukocyte immunoglobulin-like receptor subfamily A member 4,13,0.062,0.241,0.117,0.339,0.077,0.139,0.361,0.0,0.102,0.314,0.0,0.152,0.393,0.0,,,
TNFRSF11B.8304.50.3,O00300,TNFRSF11B,Tumor necrosis factor receptor superfamily member 11B,4,0.014,0.119,0.013,0.124,0.0,0.025,0.159,0.0,0.022,0.161,0.0,0.02,0.15,0.0,,,
SULF2.8305.18.3,Q8IWU5,SULF2,Extracellular sulfatase Sulf-2,21,0.066,0.255,0.004,0.062,0.0,0.0,-0.03,0.143,0.002,0.048,0.143,0.001,0.027,0.143,,,
C11orf68.8307.47.3,Q9H3H3,C11orf68,UPF0696 protein C11orf68,66,0.11,0.318,0.0,0.002,0.03,0.0,0.018,0.121,0.0,-0.002,0.121,0.006,0.041,0.121,,,
HYAL1.8309.12.3,Q12794,HYAL1,Hyaluronidase-1,2,0.018,0.112,0.013,0.112,0.0,0.0,0.009,0.0,0.011,0.111,0.0,0.002,0.055,0.0,,,
ZG16B.8310.6.3,Q96DA0,ZG16B,Zymogen granule protein 16 homolog B,57,0.309,0.536,0.008,0.099,0.018,0.006,0.075,0.053,0.006,0.074,0.053,0.009,0.064,0.053,,,
CMPK1.8312.139.3,P30085,CMPK1,UMP-CMP kinase,2,0.015,0.112,,,,,,,,,,,,,,,
GNS.8314.71.3,P15586,GNS,N-acetylglucosamine-6-sulfatase,2,0.014,0.114,,,,,,,,,,,,,,,
DEFB119.8315.5.3,Q8N690,DEFB119,Beta-defensin 119,1,0.011,0.109,0.0,0.002,0.0,0.005,0.058,0.0,0.003,0.064,0.0,0.003,0.055,0.0,,,
SPRED1.8318.13.3,Q7Z699,SPRED1,Sprouty-related_ EVH1 domain-containing protein 1,1,0.013,0.083,0.009,0.09,0.0,0.0,,0.0,0.007,0.062,0.0,0.0,,0.0,,,
ZNF843.8321.27.3,Q8N446,ZNF843,Zinc finger protein 843,2,0.011,0.098,0.0,-0.009,0.0,0.0,-0.0,0.0,0.0,0.02,0.0,0.0,-0.018,0.0,,,
TFF3.8323.163.3,Q07654,TFF3,Trefoil factor 3,3,0.012,0.115,0.055,0.231,0.0,0.002,0.04,0.0,0.058,0.241,0.0,0.07,0.249,0.0,,,
SIGIRR.8326.63.3,Q6IA17,SIGIRR,Single Ig IL-1-related receptor,159,0.269,0.539,0.394,0.649,0.013,0.323,0.587,0.063,0.178,0.465,0.063,0.26,0.54,0.063,,,
DPEP2.8327.26.3,Q9H4A9,DPEP2,Dipeptidase 2,17,0.064,0.245,0.027,0.167,0.0,0.012,0.099,0.118,0.061,0.253,0.118,0.034,0.185,0.118,,,
GRAMD1C.8336.267.3,Q8IYS0,GRAMD1C,GRAM domain-containing protein 1C,26,0.094,0.32,0.071,0.27,0.0,0.064,0.259,0.038,0.045,0.228,0.038,0.096,0.334,0.038,,,
PTPRU.8337.65.3,Q92729,PTPRU,Receptor-type tyrosine-protein phosphatase U,2,0.019,0.109,0.008,0.099,0.0,0.001,0.034,0.0,0.0,0.016,0.0,0.002,0.038,0.0,,,
GRP.8339.72.3,P07492,GRP,Gastrin-releasing peptide,6,0.04,0.127,,,,,,,,,,,,,,,
GPX7.8345.27.3,Q96SL4,GPX7,Glutathione peroxidase 7,37,0.1,0.307,0.301,0.537,0.0,0.165,0.35,0.027,0.128,0.302,0.027,0.219,0.413,0.027,,,
DPP7.8346.9.3,Q9UHL4,DPP7,Dipeptidyl peptidase 2,27,0.053,0.216,0.191,0.412,0.0,0.081,0.28,0.074,0.085,0.291,0.074,0.07,0.261,0.074,,,
EPHB2.8348.4.3,P29323,EPHB2,Ephrin type-B receptor 2,4,0.029,0.12,,,,,,,,,,,,,,,
SIGLEC12.8352.26.3,Q96PQ1,SIGLEC12,Sialic acid-binding Ig-like lectin 12,44,0.105,0.307,0.049,0.224,0.023,0.068,0.264,0.023,0.011,0.103,0.023,0.026,0.171,0.023,,,
ISM1.8355.80.3,B1AKI9,ISM1,Isthmin-1,6,0.019,0.137,0.001,0.036,0.0,0.0,-0.02,0.0,0.008,0.095,0.0,0.0,0.03,0.0,,,
OXT.8356.88.3,P01178,OXT,Oxytocin-neurophysin 1,18,0.083,0.289,0.054,0.229,0.0,0.131,0.346,0.056,0.13,0.345,0.056,0.196,0.448,0.056,,,
SULT4A1.8357.43.3,Q9BR01,SULT4A1,Sulfotransferase 4A1,1,0.01,0.062,0.0,-0.009,0.0,0.0,,0.0,0.0,,0.0,0.0,-0.018,0.0,,,
NCR1.8360.169.3,O76036,NCR1,Natural cytotoxicity triggering receptor 1,8,0.019,0.1,0.008,0.086,0.625,0.106,0.312,0.125,0.081,0.262,0.125,0.105,0.311,0.125,,,
IGJ.8362.102.3,P01591,JCHAIN,Immunoglobulin J chain,3,0.014,0.104,,,,,,,,,,,,,,,
KIAA1324L.8363.18.3,A8MWY0,KIAA1324L,UPF0577 protein KIAA1324-like,28,0.092,0.296,0.018,0.129,0.0,0.028,0.168,0.036,0.015,0.149,0.036,0.014,0.117,0.036,,,
UST.8364.74.3,Q9Y2C2,UST,Uronyl 2-sulfotransferase,3,0.026,0.142,0.003,0.093,0.0,0.002,0.056,0.333,0.012,0.083,0.333,0.011,0.086,0.333,,,
C1orf115.8366.19.3,Q9H7X2,C1orf115,Uncharacterized protein C1orf115,1,0.012,0.103,0.0,0.006,0.0,0.002,0.056,0.0,0.003,0.061,0.0,0.0,-0.014,0.0,,,
VSIG1.8367.142.3,Q86XK7,VSIG1,V-set and immunoglobulin domain-containing protein 1,1,0.011,0.079,0.0,-0.005,0.0,0.0,-0.001,0.0,0.001,-0.042,0.0,0.0,0.002,0.0,,,
TNFRSF1B.8368.102.3,P20333,TNFRSF1B,Tumor necrosis factor receptor superfamily member 1B,16,0.037,0.161,0.034,0.158,0.0,0.009,0.094,0.125,0.019,0.12,0.125,0.001,0.027,0.125,,,
DEFB119.8370.102.3,Q8N690,DEFB119,Beta-defensin 119,8,0.041,0.185,,,,,,,,,,,,,,,
CDHR1.8372.29.3,Q96JP9,CDHR1,Cadherin-related family member 1,14,0.05,0.145,0.011,0.068,0.071,0.0,0.003,0.357,0.001,0.023,0.357,0.001,0.016,0.357,,,
NGFR.8374.5.3,P08138,NGFR,Tumor necrosis factor receptor superfamily member 16,26,0.075,0.271,0.0,-0.008,0.0,0.0,0.002,0.038,0.019,0.128,0.038,0.0,-0.029,0.038,,,
LHB.8376.25.4,P01229,LHB,Lutropin subunit beta,8,0.027,0.133,0.029,0.138,0.0,0.028,0.128,0.125,0.013,0.077,0.125,0.023,0.083,0.125,,,
LDOC1.8378.3.4,O95751,LDOC1,Protein LDOC1,17,0.099,0.315,0.052,0.207,0.0,0.021,0.12,0.0,0.016,0.145,0.0,0.013,0.102,0.0,,,
DLK1.8380.244.4,P80370,DLK1,Protein delta homolog 1,1,0.011,0.111,0.002,0.048,0.0,0.004,0.076,0.0,0.001,0.047,0.0,0.008,0.087,0.0,,,
MAPKAPK5.8382.47.3,Q8IW41,MAPKAPK5,MAP kinase-activated protein kinase 5,114,0.49,0.707,0.336,0.575,0.009,0.269,0.502,0.035,0.297,0.537,0.035,0.359,0.573,0.035,,,
HGFAC.8385.248.3,Q04756,HGFAC,Hepatocyte growth factor activator,120,0.387,0.55,,,,,,,,,,,,,,,
YWHAE.8387.33.3,P62258,YWHAE,14-3-3 protein epsilon,62,0.311,0.503,,,,,,,,,,,,,,,
LRRC74A.8389.8.3,Q0VAA2,LRRC74A,Leucine-rich repeat-containing protein 74A,7,0.03,0.175,0.017,0.147,0.0,0.001,-0.006,0.286,0.006,0.091,0.286,0.009,0.087,0.286,,,
RNASE2.8394.56.3,P10153,RNASE2,Non-secretory ribonuclease,7,0.03,0.176,0.042,0.211,0.0,0.013,0.129,0.0,0.011,0.145,0.0,0.03,0.186,0.0,,,
QSOX2.8397.147.3,Q6ZRP7,QSOX2,Sulfhydryl oxidase 2,133,0.381,0.657,0.508,0.757,0.038,0.116,0.343,0.143,0.258,0.476,0.143,0.197,0.444,0.143,,,
RARRES1.8398.277.3,P49788,RARRES1,Retinoic acid receptor responder protein 1,165,0.49,0.686,0.59,0.756,0.018,0.184,0.326,0.194,0.593,0.771,0.194,0.268,0.441,0.194,,,
GRP.8400.74.3,P07492,GRP,Gastrin-releasing peptide,4,0.028,0.166,0.006,0.086,0.0,0.004,0.054,0.25,0.023,0.157,0.25,0.005,0.059,0.25,,,
CYTL1.8402.22.3,Q9NRR1,CYTL1,Cytokine-like protein 1,6,0.034,0.15,0.023,0.16,0.0,0.0,0.0,0.0,0.055,0.202,0.0,0.001,0.027,0.0,,,
AXIN2.8429.16.3,Q9Y2T1,AXIN2,Axin-2,335,0.402,0.658,0.082,0.297,0.645,0.258,0.524,0.34,0.186,0.436,0.34,0.211,0.445,0.34,,,
SNCA.8458.111.3,P37840,SNCA,Alpha-synuclein,3,0.016,0.113,0.004,-0.063,0.0,0.002,0.086,0.0,0.003,-0.069,0.0,0.003,0.027,0.0,0.002,0.045,0.0
SNCA.8458.16.3,P37840,SNCA,Alpha-synuclein,2,0.015,0.111,,,,,,,,,,,,,,,
BMP6.8459.10.3,P22004,BMP6,Bone morphogenetic protein 6,1,0.013,0.098,0.016,0.115,0.0,0.0,-0.025,0.0,0.0,-0.016,0.0,0.002,0.033,0.0,0.0,0.015,0.0
SOD3.8463.2.3,P08294,SOD3,Extracellular superoxide dismutase [Cu-Zn],2,0.029,0.06,,,,,,,,,,,,,0.003,0.017,0.0
RSPO4.8464.31.3,Q2I0M5,RSPO4,R-spondin-4,6,0.023,0.14,0.014,0.105,0.0,0.0,0.03,0.0,0.002,0.042,0.0,0.001,0.036,0.0,0.004,0.087,0.167
CTSH.8465.52.3,P09668,CTSH,Cathepsin H,65,0.292,0.491,0.373,0.525,0.015,0.22,0.376,0.123,0.459,0.609,0.123,0.355,0.58,0.123,0.198,0.449,0.092
ROR1.8474.6.3,Q01973,ROR1,Inactive tyrosine-protein kinase transmembrane receptor ROR1,9,0.044,0.205,,,,,,,,,,,,,0.015,0.108,0.0
CHGA.8476.11.3,P10645,CHGA,Chromogranin-A,8,0.019,0.115,0.0,-0.003,0.0,0.0,0.028,0.125,0.05,0.21,0.125,0.002,0.009,0.125,0.007,0.045,0.5
MMP10.8479.4.3,P09238,MMP10,Stromelysin-2,26,0.076,0.264,0.091,0.274,0.0,0.002,0.04,0.077,0.033,0.146,0.077,0.002,0.022,0.077,0.015,0.126,0.077
EFEMP1.8480.29.3,Q12805,EFEMP1,EGF-containing fibulin-like extracellular matrix protein 1,14,0.026,0.166,0.028,0.167,0.071,0.014,0.113,0.0,0.027,0.176,0.0,0.013,0.096,0.0,0.0,-0.016,0.0
IGHA1.IGHA2.8487.62.3,P01877|P01876,IGHA1|IGHA2,Immunoglobulin A,6,0.036,0.122,,,,,,,,,,,,,,,
ISLR2.8528.74.3,Q6UXK2,ISLR2,Immunoglobulin superfamily containing leucine-rich repeat protein 2,92,0.218,0.459,,,,,,,,,,,,,,,
C17orf78.8545.14.3,Q8N4C9,C17orf78,Uncharacterized protein C17orf78,9,0.024,0.128,,,,,,,,,,,,,,,
LRP1.8601.167.3,Q07954,LRP1,Low-density lipoprotein receptor-related protein 1_ soluble,4,0.016,0.125,0.0,0.005,0.0,0.001,-0.016,0.0,0.002,0.035,0.0,0.001,-0.046,0.0,,,
GPNMB.8606.39.3,Q14956,GPNMB,Transmembrane glycoprotein NMB,16,0.073,0.251,0.015,0.095,0.0,0.07,0.271,0.0,0.043,0.216,0.0,0.054,0.227,0.0,,,
KLK14.8620.56.3,Q9P0G3,KLK14,Kallikrein-14,24,0.217,0.453,,,,,,,,,,,,,,,
UNC5D.8624.16.3,Q6UXZ4,UNC5D,Netrin receptor UNC5D,1,0.01,0.094,,,,,,,,,,,,,,,
ERMAP.8631.13.3,Q96PL5,ERMAP,Erythroid membrane-associated protein,7,0.018,0.143,0.025,0.159,0.0,0.018,0.14,0.143,0.011,0.126,0.143,0.006,0.086,0.143,,,
OLFML3.8660.5.3,Q9NRN5,OLFML3,Olfactomedin-like protein 3,1,0.01,0.097,0.0,-0.022,0.0,0.0,0.015,0.0,0.0,0.014,0.0,0.008,-0.078,0.0,,,
PGRMC2.8681.93.3,O15173,PGRMC2,Membrane-associated progesterone receptor component 2,1,0.009,0.09,0.0,0.003,0.0,0.0,0.017,0.0,0.004,0.063,0.0,0.0,-0.02,0.0,,,
TMEM106B.8687.26.3,Q9NUM4,TMEM106B,Transmembrane protein 106B,6,0.024,0.159,0.007,0.089,0.0,0.045,0.204,0.0,0.006,0.064,0.0,0.001,0.046,0.0,,,
GPC1.8697.38.3,P35052,GPC1,Glypican-1,11,0.054,0.177,0.109,0.243,0.0,0.003,-0.092,0.091,0.003,0.004,0.091,0.033,0.152,0.091,,,
CD74.8748.45.3,P04233,CD74,HLA class II histocompatibility antigen gamma chain,1,0.009,0.048,0.0,0.001,0.0,0.0,,0.0,0.0,0.005,0.0,0.0,,0.0,,,
CD1D.8749.194.3,P15813,CD1D,Antigen-presenting glycoprotein CD1d,1,0.011,0.089,0.0,-0.001,0.0,0.001,-0.008,0.0,0.003,0.068,0.0,0.001,0.005,0.0,,,
PCDHA7.8758.2.3,Q9UN72,PCDHA7,Protocadherin alpha-7,42,0.079,0.245,0.008,0.059,0.0,0.01,0.08,0.0,0.0,-0.001,0.0,0.003,0.053,0.0,,,
DCUN1D5.8760.10.3,Q9BTE7,DCUN1D5,DCN1-like protein 5,14,0.056,0.241,0.004,0.064,0.0,0.002,0.035,0.143,0.006,0.078,0.143,0.002,0.038,0.143,,,
LILRA5.8766.29.3,A6NI73,LILRA5,Leukocyte immunoglobulin-like receptor subfamily A member 5,8,0.03,0.171,0.063,0.245,0.125,0.022,0.12,0.0,0.077,0.274,0.0,0.031,0.184,0.0,,,
ECE1.8767.44.3,P42892,ECE1,Endothelin-converting enzyme 1,5,0.033,0.174,0.003,0.055,0.0,0.004,0.05,0.0,0.008,0.109,0.0,0.012,0.089,0.0,,,
BCL10.8768.4.3,O95999,BCL10,B-cell lymphoma/leukemia 10,26,0.058,0.237,0.0,0.009,0.0,0.0,0.023,0.115,0.003,-0.049,0.115,0.005,0.035,0.115,,,
EMILIN3.8773.172.3,Q9NT22,EMILIN3,EMILIN-3,4,0.034,0.152,0.049,0.21,0.0,0.007,0.06,0.0,0.045,0.153,0.0,0.031,0.123,0.0,,,
FAM24B.8775.61.3,Q8N5W8,FAM24B,Protein FAM24B,1,0.011,0.063,0.0,0.006,0.0,0.0,,0.0,0.002,-0.051,0.0,0.011,0.095,0.0,,,
ERLIN1.8776.10.3,O75477,ERLIN1,Erlin-1,3,0.014,0.121,0.004,0.066,0.0,0.0,0.001,0.0,0.007,0.09,0.0,0.011,0.096,0.0,,,
PCDH10.8780.2.3,Q9P2E7,PCDH10,Protocadherin-10,92,0.555,0.728,0.491,0.635,0.011,0.492,0.672,0.12,0.46,0.64,0.12,0.595,0.759,0.12,,,
CA5A.8791.151.3,P35218,CA5A,Carbonic anhydrase 5A_ mitochondrial,5,0.022,0.16,0.005,0.064,0.0,0.006,0.084,0.0,0.0,0.034,0.0,0.005,0.072,0.0,,,
TFRC.8795.48.3,P02786,TFRC,Transferrin receptor protein 1,7,0.056,0.226,0.022,0.141,0.0,0.013,0.134,0.0,0.009,0.094,0.0,0.0,0.036,0.0,,,
SNX1.8807.13.3,Q13596,SNX1,Sorting nexin-1,2,0.014,0.115,0.004,0.069,0.0,0.008,0.097,0.0,0.002,0.038,0.0,0.0,-0.023,0.0,,,
PSAPL1.8814.33.3,Q6NUJ1,PSAPL1,Proactivator polypeptide-like 1,31,0.154,0.37,0.152,0.381,0.032,0.049,0.168,0.161,0.024,0.152,0.161,0.067,0.202,0.161,,,
ARMC5.8816.44.3,Q96C12,ARMC5,Armadillo repeat-containing protein 5,2,0.015,0.093,,,,,,,,,,,,,,,
CENPV.8817.29.3,Q7Z7K6,CENPV,Centromere protein V,3,0.014,0.108,0.014,0.116,0.333,0.001,0.038,0.333,0.009,0.088,0.333,0.001,0.019,0.333,,,
LRPAP1.8829.4.3,P30533,LRPAP1,alpha-2-macroglobulin receptor-associated protein,375,0.188,0.211,,,,,,,,,,,,,,,
CANX.8834.58.3,P27824,CANX,Calnexin,5,0.019,0.108,0.002,-0.046,0.0,0.005,-0.066,0.6,0.009,-0.084,0.6,0.0,-0.006,0.6,,,
C1S.8840.61.3,P09871,C1S,Complement C1s subcomponent,60,0.306,0.464,0.33,0.467,0.15,0.231,0.411,0.2,0.227,0.376,0.2,0.248,0.46,0.2,,,
GRAMD1C.8842.16.3,Q8IYS0,GRAMD1C,GRAM domain-containing protein 1C,31,0.222,0.492,0.172,0.432,0.0,0.176,0.438,0.065,0.169,0.421,0.065,0.188,0.46,0.065,,,
MYRF.8843.34.3,Q9Y2G1,MYRF,Myelin regulatory factor,3,0.018,0.135,0.0,-0.003,0.0,0.0,-0.016,0.333,0.003,0.055,0.333,0.002,0.033,0.333,,,
FAM171B.8851.42.3,Q6P995,FAM171B,Protein FAM171B,21,0.04,0.188,,,,,,,,,,,,,,,
SUN3.8852.10.3,Q8TAQ9,SUN3,SUN domain-containing protein 3,7,0.016,0.128,0.0,0.012,0.0,0.0,0.007,0.0,0.0,-0.019,0.0,0.0,-0.038,0.0,,,
RRM2B.8854.59.3,Q7LG56,RRM2B,Ribonucleoside-diphosphate reductase subunit M2 B,6,0.023,0.151,,,,,,,,,,,,,,,
BATF3.8858.21.3,Q9NR55,BATF3,Basic leucine zipper transcriptional factor ATF-like 3,15,0.023,0.142,0.016,0.128,0.067,0.009,0.047,0.267,0.016,0.108,0.267,0.003,0.048,0.267,,,
CA11.8859.51.3,O75493,CA11,Carbonic anhydrase-related protein 11,1,0.012,0.084,0.0,-0.011,0.0,0.0,0.006,0.0,0.001,0.048,0.0,0.001,-0.03,0.0,,,
CENPW.8864.59.3,Q5EE01,CENPW,Centromere protein W,1,0.013,0.107,0.0,0.009,0.0,0.0,-0.02,0.0,0.0,0.029,0.0,0.0,-0.031,0.0,,,
QPCTL.8866.53.3,Q9NXS2,QPCTL,Glutaminyl-peptide cyclotransferase-like protein,18,0.094,0.241,0.085,0.235,0.0,0.039,0.197,0.278,0.025,0.121,0.278,0.062,0.238,0.278,,,
SEC61G.8872.1.3,P60059,SEC61G,Protein transport protein Sec61 subunit gamma,1,0.009,0.087,0.0,-0.003,0.0,0.0,,0.0,0.003,-0.058,0.0,0.001,-0.046,0.0,,,
NRXN2.8876.51.3,P58401,NRXN2,Neurexin-2-beta,3,0.022,0.139,0.001,0.02,0.0,0.003,-0.053,0.0,0.016,0.11,0.0,0.008,0.069,0.0,,,
EVA1C.8877.22.3,P58658,EVA1C,Protein eva-1 homolog C,7,0.017,0.129,0.009,0.106,0.0,0.005,0.078,0.0,0.004,0.064,0.0,0.004,0.069,0.0,,,
YTHDC1.8878.48.3,Q96MU7,YTHDC1,YTH domain-containing protein 1,1,0.015,0.099,0.0,0.015,0.0,0.0,-0.003,0.0,0.001,-0.024,0.0,0.0,0.006,0.0,,,
CACNA2D3.8885.6.3,Q8IZS8,CACNA2D3,Voltage-dependent calcium channel subunit alpha-2/delta-3,13,0.06,0.247,0.063,0.244,0.0,0.022,0.144,0.0,0.069,0.229,0.0,0.029,0.159,0.0,,,
NUDC.8887.21.3,Q9Y266,NUDC,Nuclear migration protein nudC,35,0.063,0.251,0.0,-0.001,0.0,0.001,0.042,0.086,0.001,-0.019,0.086,0.003,0.051,0.086,,,
SMIM9.8888.33.3,A6NGZ8,SMIM9,Small integral membrane protein 9,5,0.045,0.207,0.048,0.209,0.0,0.057,0.197,0.0,0.078,0.258,0.0,0.055,0.231,0.0,,,
CCPG1.8889.5.3,Q9ULG6,CCPG1,Cell cycle progression protein 1,1,0.013,0.104,0.0,-0.001,0.0,0.001,0.03,0.0,0.0,-0.007,0.0,0.002,0.055,0.0,,,
TMEM132B.8890.9.3,Q14DG7,TMEM132B,Transmembrane protein 132B,5,0.024,0.138,0.033,0.167,0.0,0.017,0.103,0.0,0.046,0.188,0.0,0.018,0.103,0.0,,,
CPVL.8891.7.3,Q9H3G5,CPVL,Probable serine carboxypeptidase CPVL,6,0.018,0.122,0.0,0.013,0.0,0.0,0.01,0.0,0.005,0.061,0.0,0.001,0.026,0.0,,,
HNRNPAB.8894.80.3,Q99729,HNRNPAB,Heterogeneous nuclear ribonucleoprotein A/B,64,0.106,0.307,0.0,-0.001,0.016,0.001,0.025,0.125,0.0,-0.008,0.125,0.008,0.066,0.125,,,
LRRC37A2.8897.3.3,A6NM11,LRRC37A2,Leucine-rich repeat-containing protein 37A2,1,0.011,0.096,0.0,0.017,0.0,0.003,0.032,0.0,0.0,-0.022,0.0,0.0,0.03,0.0,,,
NEO1.8900.28.3,Q92859,NEO1,Neogenin,13,0.034,0.168,0.051,0.219,0.0,0.003,0.059,0.0,0.084,0.258,0.0,0.028,0.139,0.0,,,
COX6C.8903.1.3,P09669,COX6C,Cytochrome c oxidase subunit 6C,11,0.025,0.158,0.0,0.003,0.0,0.0,0.003,0.091,0.0,0.008,0.091,0.001,0.03,0.091,,,
KCNMB3.8905.20.3,Q9NPA1,KCNMB3,Calcium-activated potassium channel subunit beta-3,17,0.037,0.191,0.002,0.057,0.0,0.002,0.042,0.118,0.0,0.025,0.118,0.001,0.059,0.118,,,
LRTM2.8906.60.3,Q8N967,LRTM2,Leucine-rich repeat and transmembrane domain-containing protein 2,5,0.035,0.181,0.007,0.079,0.0,0.001,-0.039,0.0,0.0,0.023,0.0,0.0,0.007,0.0,,,
UGT2A1.8907.11.3,Q9Y4X1,UGT2A1,UDP-glucuronosyltransferase 2A1,3,0.016,0.122,0.001,0.032,0.0,0.003,0.056,0.0,0.006,0.081,0.0,0.001,0.046,0.0,,,
KCNE5.8908.14.3,Q9UJ90,KCNE5,Potassium voltage-gated channel subfamily E regulatory beta subunit 5,10,0.041,0.159,0.03,0.149,0.0,0.0,0.032,0.1,0.003,0.027,0.1,0.005,0.072,0.1,,,
GNPDA1.8909.77.3,P46926,GNPDA1,Glucosamine-6-phosphate isomerase 1,10,0.022,0.152,0.0,0.003,0.0,0.005,0.068,0.1,0.01,-0.099,0.1,0.001,-0.018,0.1,,,
SIGLEC11.8913.22.3,Q96RL6,SIGLEC11,Sialic acid-binding Ig-like lectin 11,111,0.254,0.506,0.024,0.155,0.018,0.008,0.084,0.108,0.018,0.141,0.108,0.02,0.117,0.108,,,
STIM1.8916.32.3,Q13586,STIM1,Stromal interaction molecule 1,12,0.029,0.157,0.0,-0.011,0.0,0.0,0.012,0.083,0.003,-0.057,0.083,0.003,0.069,0.083,,,
PTK2B.8918.64.3,Q14289,PTK2B,Protein-tyrosine kinase 2-beta,9,0.017,0.132,0.0,-0.01,0.0,0.001,0.034,0.111,0.0,-0.017,0.111,0.001,0.037,0.111,,,
GALNT16.8923.94.3,Q8N428,GALNT16,Polypeptide N-acetylgalactosaminyltransferase 16,8,0.025,0.138,0.028,0.158,0.0,0.01,0.067,0.0,0.01,0.097,0.0,0.005,0.09,0.0,,,
CALY.8924.55.3,Q9NYX4,CALY,Neuron-specific vesicular protein calcyon,1,0.011,0.083,0.0,-0.012,0.0,0.005,0.067,0.0,0.0,0.014,0.0,0.003,0.053,0.0,,,
RRM2B.8925.25.3,Q7LG56,RRM2B,Ribonucleoside-diphosphate reductase subunit M2 B,34,0.071,0.267,0.004,0.059,0.0,0.001,0.016,0.088,0.0,-0.023,0.088,0.003,0.017,0.088,,,
BDP1.8929.7.3,A6H8Y1,BDP1,Transcription factor TFIIIB component B'' homolog,1,0.011,0.094,0.0,0.0,0.0,0.0,-0.009,0.0,0.0,-0.001,0.0,0.0,-0.012,0.0,,,
ENTPD6.8932.1.3,O75354,ENTPD6,Ectonucleoside triphosphate diphosphohydrolase 6,4,0.013,0.099,0.0,0.012,0.25,0.002,0.04,0.5,0.001,0.027,0.5,0.0,0.009,0.5,,,
ADAM19.8948.13.3,Q9H013,ADAM19,Disintegrin and metalloproteinase domain-containing protein 19,3,0.026,0.151,0.0,-0.005,0.0,0.005,-0.057,0.333,0.002,0.031,0.333,0.003,-0.048,0.333,,,
GLT8D1.8955.60.3,Q68CQ7,GLT8D1,Glycosyltransferase 8 domain-containing protein 1,126,0.202,0.456,0.289,0.556,0.024,0.018,0.084,0.238,0.159,0.417,0.238,0.063,0.231,0.238,,,
SCARF2.8956.96.3,Q96GP6,SCARF2,Scavenger receptor class F member 2,9,0.031,0.17,0.035,0.19,0.0,0.025,0.178,0.0,0.024,0.156,0.0,0.023,0.171,0.0,,,
ERLEC1.8957.72.3,Q96DZ1,ERLEC1,Endoplasmic reticulum lectin 1,5,0.014,0.097,0.002,0.037,0.0,0.013,0.107,0.0,0.006,0.095,0.0,0.003,0.082,0.0,,,
CHL1.8958.51.3,O00533,CHL1,Neural cell adhesion molecule L1-like protein,8,0.028,0.163,0.059,0.242,0.0,0.027,0.172,0.125,0.042,0.218,0.125,0.041,0.178,0.125,,,
ERAP2.8960.3.3,Q6P179,ERAP2,Endoplasmic reticulum aminopeptidase 2,181,0.645,0.786,0.714,0.827,0.022,0.242,0.489,0.138,0.212,0.44,0.138,0.501,0.7,0.138,,,
VTI1B.8963.8.3,Q9UEU0,VTI1B,Vesicle transport through interaction with t-SNAREs homolog 1B,16,0.04,0.193,0.0,-0.005,0.0,0.0,0.005,0.125,0.0,-0.01,0.125,0.007,0.06,0.125,,,
DUSP26.8967.6.3,Q9BV47,DUSP26,Dual specificity protein phosphatase 26,8,0.041,0.179,0.002,0.045,0.0,0.001,0.017,0.125,0.002,0.006,0.125,0.007,0.067,0.125,,,
CD14.8969.49.3,P08571,CD14,Monocyte differentiation antigen CD14,6,0.022,0.125,0.028,0.156,0.0,0.118,0.295,0.167,0.022,0.136,0.167,0.046,0.185,0.167,,,
NRXN1.8971.9.3,Q9ULB1,NRXN1,Neurexin-1,18,0.062,0.239,0.0,0.006,0.0,0.001,-0.017,0.056,0.013,0.108,0.056,0.011,0.084,0.056,,,
FCRL4.8973.23.3,Q96PJ5,FCRL4,Fc receptor-like protein 4,99,0.337,0.532,0.356,0.54,0.0,0.018,0.128,0.131,0.108,0.302,0.131,0.074,0.264,0.131,,,
COL15A1.8974.172.3,P39059,COL15A1,Collagen alpha-1(XV) chain,20,0.037,0.185,0.063,0.245,0.0,0.049,0.212,0.1,0.078,0.269,0.1,0.031,0.204,0.1,,,
MAP4K3.8978.30.3,Q8IVH8,MAP4K3,Mitogen-activated protein kinase kinase kinase kinase 3,1,0.011,0.09,0.0,0.01,0.0,0.0,0.042,0.0,0.0,-0.005,0.0,0.0,-0.01,0.0,,,
CD200R1L.8980.19.3,Q6Q8B3,CD200R1L,Cell surface glycoprotein CD200 receptor 2,20,0.066,0.16,0.019,0.1,0.0,0.005,0.075,0.1,0.005,0.046,0.1,0.03,0.12,0.1,,,
