"PheCode","Phenotype","Category","Trait ID","Platform","Trait Description","Hazard Ratio","FDR adjusted P-value"
"455","Hemorrhoids","circulatory system","CD209.3029.52.2","SomaScan","CD209 antigen","0.96 (0.95 0.97)","5.91E-8"
"455","Hemorrhoids","circulatory system","F8.13499.30.3","SomaScan","Coagulation Factor VIII","0.96 (0.95 0.97)","5.91E-8"
"455","Hemorrhoids","circulatory system","ABO.9253.52.3","SomaScan","Histo-blood group ABO system transferase","0.96 (0.95 0.97)","5.91E-8"
"455","Hemorrhoids","circulatory system","SELE.3470.1.2","SomaScan","E-selectin","1.04 (1.02 1.05)","9.17E-6"
"455","Hemorrhoids","circulatory system","IGF1R.4232.19.2","SomaScan","Insulin-like growth factor 1 receptor","1.04 (1.02 1.05)","2.89E-5"
"455","Hemorrhoids","circulatory system","GOLM1.8983.7.3","SomaScan","Golgi membrane protein 1","0.97 (0.95 0.98)","4.03E-5"
"455","Hemorrhoids","circulatory system","DSG2.9484.75.3","SomaScan","Desmoglein-2","0.97 (0.96 0.98)","6.44E-5"
"455","Hemorrhoids","circulatory system","LIFR.5837.49.3","SomaScan","Leukemia inhibitory factor receptor","1.03 (1.02 1.05)","1.41E-4"
"455","Hemorrhoids","circulatory system","GNS.3616.3.5","SomaScan","N-acetylglucosamine-6-sulfatase","1.03 (1.02 1.05)","1.41E-4"
"455","Hemorrhoids","circulatory system","ENG.4908.6.1","SomaScan","Endoglin","1.03 (1.02 1.05)","1.96E-4"
"455","Hemorrhoids","circulatory system","QSOX2.8397.147.3","SomaScan","Sulfhydryl oxidase 2","0.97 (0.96 0.98)","1.96E-4"
"455","Hemorrhoids","circulatory system","ICAM2.5486.73.3","SomaScan","Intercellular adhesion molecule 2","1.03 (1.02 1.05)","1.96E-4"
"455","Hemorrhoids","circulatory system","TUFT1.5690.49.3","SomaScan","Tuftelin","1.03 (1.02 1.05)","2.95E-4"
"455","Hemorrhoids","circulatory system","CHST15.14097.86.3","SomaScan","Carbohydrate sulfotransferase 15","1.03 (1.02 1.04)","8.27E-4"
"455","Hemorrhoids","circulatory system","INSR.3448.13.2","SomaScan","Insulin receptor","1.03 (1.02 1.04)","9.83E-4"
"455","Hemorrhoids","circulatory system","C1GALT1C1.5735.54.3","SomaScan","C1GALT1-specific chaperone 1","0.97 (0.96 0.98)","1.18E-3"
"455","Hemorrhoids","circulatory system","FAM3D.13102.1.3","SomaScan","Protein FAM3D","0.97 (0.96 0.98)","1.18E-3"
"455","Hemorrhoids","circulatory system","NOTCH1.5107.7.2","SomaScan","Neurogenic locus notch homolog protein 1","0.97 (0.96 0.98)","1.51E-3"
"455","Hemorrhoids","circulatory system","SEMA6B.5121.3.2","SomaScan","Semaphorin-6B","0.97 (0.96 0.98)","1.89E-3"
"455","Hemorrhoids","circulatory system","CD36.2973.15.2","SomaScan","Platelet glycoprotein 4","0.97 (0.96 0.98)","1.89E-3"
"455","Hemorrhoids","circulatory system","CHST15.4469.78.2","SomaScan","Carbohydrate sulfotransferase 15","1.03 (1.02 1.04)","2.54E-3"
"455","Hemorrhoids","circulatory system","BCAM.2816.50.2","SomaScan","Basal Cell Adhesion Molecule","0.97 (0.96 0.98)","3.10E-3"
"455","Hemorrhoids","circulatory system","FAM20B.7198.197.3","SomaScan","Glycosaminoglycan xylosylkinase","0.97 (0.96 0.98)","3.28E-3"
"455","Hemorrhoids","circulatory system","L1CAM.4246.40.2","SomaScan","Neural cell adhesion molecule L1","1.03 (1.01 1.04)","7.18E-3"
"455","Hemorrhoids","circulatory system","VWF.3050.7.2","SomaScan","von Willebrand factor","0.97 (0.96 0.99)","1.02E-2"
"455","Hemorrhoids","circulatory system","CLIC5.12475.48.3","SomaScan","Chloride intracellular channel protein 5","0.98 (0.96 0.99)","1.14E-2"
"455","Hemorrhoids","circulatory system","EDA2R.3083.71.1","SomaScan","Tumor necrosis factor receptor superfamily member 27","1.03 (1.01 1.04)","1.18E-2"
"455","Hemorrhoids","circulatory system","CYCS.2942.50.2","SomaScan","Cytochrome c","1.03 (1.01 1.04)","1.97E-2"
"455","Hemorrhoids","circulatory system","TLL1.6383.90.3","SomaScan","Tolloid-like protein 1","0.97 (0.96 0.99)","2.01E-2"
"455","Hemorrhoids","circulatory system","PAPPA.4148.49.2","SomaScan","Pappalysin-1","0.98 (0.96 0.99)","2.45E-2"
"455","Hemorrhoids","circulatory system","PAM.5620.13.3","SomaScan","Peptidyl-glycine alpha-amidating monooxygenase","1.02 (1.01 1.04)","2.49E-2"
"455","Hemorrhoids","circulatory system","KDR.3651.50.5","SomaScan","Vascular endothelial growth factor receptor 2","1.02 (1.01 1.04)","3.35E-2"
"455","Hemorrhoids","circulatory system","ACPL2.6079.59.3","SomaScan","2-phosphoxylose phosphatase 1","1.02 (1.01 1.04)","3.55E-2"
"455","Hemorrhoids","circulatory system","KLHL13.12463.7.3","SomaScan","Kelch-like protein 13","1.02 (1.01 1.04)","4.54E-2"
"455","Hemorrhoids","circulatory system","MET.2837.3.2","SomaScan","Hepatocyte growth factor receptor","1.02 (1.01 1.04)","4.95E-2"
"455","Hemorrhoids","circulatory system","NOV.2737.22.2","SomaScan","Protein NOV homolog","0.98 (0.96 0.99)","4.97E-2"
"455","Hemorrhoids","circulatory system","P04275","Olink","von Willebrand factor","0.95 (0.94 0.96)","1.58E-10"
"455","Hemorrhoids","circulatory system","P56470","Olink","Galectin-4","1.04 (1.03 1.05)","2.19E-7"
"455","Hemorrhoids","circulatory system","P16581","Olink","E-selectin","1.04 (1.02 1.05)","5.90E-5"
"455","Hemorrhoids","circulatory system","O00214","Olink","Galectin-8","1.02 (1.01 1.04)","2.63E-2"
"455","Hemorrhoids","circulatory system","Q6NW40","Olink","RGM domain family member B","0.98 (0.96 0.99)","3.91E-2"
"455","Hemorrhoids","circulatory system","M17747","Metabolon","sphingosine","0.96 (0.95 0.97)","4.47E-8"
"455","Hemorrhoids","circulatory system","ENSG00000188312","RNAseq","CENPP","1.03 (1.02 1.04)","4.97E-4"
"455","Hemorrhoids","circulatory system","ENSG00000130600","RNAseq","H19","0.97 (0.96 0.98)","8.27E-4"
"455","Hemorrhoids","circulatory system","ENSG00000198625","RNAseq","MDM4","0.97 (0.96 0.98)","1.52E-3"
"455","Hemorrhoids","circulatory system","ENSG00000112695","RNAseq","COX7A2","1.03 (1.02 1.04)","2.31E-3"
"455","Hemorrhoids","circulatory system","ENSG00000214425","RNAseq","","0.97 (0.96 0.98)","3.28E-3"
"455","Hemorrhoids","circulatory system","ENSG00000211721","RNAseq","TRBV6-5","1.03 (1.01 1.04)","1.21E-2"
"455","Hemorrhoids","circulatory system","ENSG00000136193","RNAseq","SCRN1","0.98 (0.96 0.99)","1.63E-2"
"455","Hemorrhoids","circulatory system","ENSG00000285967","RNAseq","NIPBL-DT","0.98 (0.96 0.99)","1.87E-2"
"455","Hemorrhoids","circulatory system","ENSG00000103550","RNAseq","KNOP1","0.98 (0.96 0.99)","2.45E-2"
"455","Hemorrhoids","circulatory system","ENSG00000214401","RNAseq","KANSL1-AS1","1.02 (1.01 1.04)","3.55E-2"
"455","Hemorrhoids","circulatory system","ENSG00000112578","RNAseq","BYSL","1.02 (1.01 1.04)","4.29E-2"
"455","Hemorrhoids","circulatory system","ENSG00000196712","RNAseq","NF1","0.98 (0.96 0.99)","4.95E-2"
"459.1","Hemorrhage NOS","circulatory system","M00053","Metabolon","glutamine","0.74 (0.66 0.84)","2.62E-2"
"459.9","Circulatory disease NEC","circulatory system","F8.13499.30.3","SomaScan","Coagulation Factor VIII","1.09 (1.08 1.11)","3.48E-51"
"459.9","Circulatory disease NEC","circulatory system","SELE.3470.1.2","SomaScan","E-selectin","0.92 (0.91 0.93)","4.93E-49"
"459.9","Circulatory disease NEC","circulatory system","ENG.4908.6.1","SomaScan","Endoglin","0.92 (0.91 0.93)","9.27E-47"
"459.9","Circulatory disease NEC","circulatory system","IGF1R.4232.19.2","SomaScan","Insulin-like growth factor 1 receptor","0.92 (0.91 0.93)","4.60E-45"
"459.9","Circulatory disease NEC","circulatory system","TUFT1.5690.49.3","SomaScan","Tuftelin","0.92 (0.91 0.93)","1.87E-43"
"459.9","Circulatory disease NEC","circulatory system","ABO.9253.52.3","SomaScan","Histo-blood group ABO system transferase","1.09 (1.07 1.10)","1.87E-43"
"459.9","Circulatory disease NEC","circulatory system","CD209.3029.52.2","SomaScan","CD209 antigen","1.08 (1.07 1.10)","6.81E-41"
"459.9","Circulatory disease NEC","circulatory system","LIFR.5837.49.3","SomaScan","Leukemia inhibitory factor receptor","0.92 (0.91 0.93)","1.20E-40"
"459.9","Circulatory disease NEC","circulatory system","INSR.3448.13.2","SomaScan","Insulin receptor","0.93 (0.92 0.94)","2.26E-39"
"459.9","Circulatory disease NEC","circulatory system","QSOX2.8397.147.3","SomaScan","Sulfhydryl oxidase 2","1.08 (1.06 1.09)","6.38E-34"
"459.9","Circulatory disease NEC","circulatory system","GNS.3616.3.5","SomaScan","N-acetylglucosamine-6-sulfatase","0.93 (0.92 0.94)","3.46E-32"
"459.9","Circulatory disease NEC","circulatory system","CHST15.4469.78.2","SomaScan","Carbohydrate sulfotransferase 15","0.93 (0.92 0.94)","1.16E-31"
"459.9","Circulatory disease NEC","circulatory system","CHST15.14097.86.3","SomaScan","Carbohydrate sulfotransferase 15","0.93 (0.92 0.94)","2.73E-31"
"459.9","Circulatory disease NEC","circulatory system","FAM20B.7198.197.3","SomaScan","Glycosaminoglycan xylosylkinase","1.07 (1.06 1.08)","2.60E-30"
"459.9","Circulatory disease NEC","circulatory system","C1GALT1C1.5735.54.3","SomaScan","C1GALT1-specific chaperone 1","1.07 (1.06 1.08)","5.61E-30"
"459.9","Circulatory disease NEC","circulatory system","ALPI.10463.23.3","SomaScan","Intestinal-type alkaline phosphatase","0.93 (0.92 0.94)","4.99E-29"
"459.9","Circulatory disease NEC","circulatory system","ICAM2.5486.73.3","SomaScan","Intercellular adhesion molecule 2","0.94 (0.92 0.95)","1.01E-28"
"459.9","Circulatory disease NEC","circulatory system","GOLM1.8983.7.3","SomaScan","Golgi membrane protein 1","1.07 (1.06 1.08)","2.70E-26"
"459.9","Circulatory disease NEC","circulatory system","IL3RA.13744.37.3","SomaScan","Interleukin-3 receptor subunit alpha","0.94 (0.93 0.95)","4.50E-26"
"459.9","Circulatory disease NEC","circulatory system","L1CAM.4246.40.2","SomaScan","Neural cell adhesion molecule L1","0.94 (0.93 0.95)","2.41E-25"
"459.9","Circulatory disease NEC","circulatory system","THSD1.5621.64.3","SomaScan","Thrombospondin type-1 domain-containing protein 1","0.94 (0.93 0.95)","3.25E-22"
"459.9","Circulatory disease NEC","circulatory system","TIE1.2844.53.2","SomaScan","Tyrosine-protein kinase receptor Tie-1, soluble","1.06 (1.05 1.07)","4.31E-21"
"459.9","Circulatory disease NEC","circulatory system","MET.2837.3.2","SomaScan","Hepatocyte growth factor receptor","0.94 (0.93 0.95)","1.70E-20"
"459.9","Circulatory disease NEC","circulatory system","VWF.3050.7.2","SomaScan","von Willebrand factor","1.06 (1.05 1.07)","7.26E-19"
"459.9","Circulatory disease NEC","circulatory system","DSG2.9484.75.3","SomaScan","Desmoglein-2","1.06 (1.04 1.07)","3.76E-18"
"459.9","Circulatory disease NEC","circulatory system","KIN.14643.27.3","SomaScan","DNA/RNA-binding protein KIN17","0.95 (0.94 0.96)","2.36E-17"
"459.9","Circulatory disease NEC","circulatory system","FAM3D.13102.1.3","SomaScan","Protein FAM3D","1.05 (1.04 1.07)","2.23E-16"
"459.9","Circulatory disease NEC","circulatory system","DPEP2.8327.26.3","SomaScan","Dipeptidase 2","0.95 (0.94 0.96)","9.61E-16"
"459.9","Circulatory disease NEC","circulatory system","F11.2190.55.1","SomaScan","Coagulation Factor XI","1.05 (1.04 1.06)","1.30E-15"
"459.9","Circulatory disease NEC","circulatory system","GLCE.7808.5.3","SomaScan","D-glucuronyl C5-epimerase","1.05 (1.04 1.06)","3.14E-15"
"459.9","Circulatory disease NEC","circulatory system","KDR.3651.50.5","SomaScan","Vascular endothelial growth factor receptor 2","0.95 (0.94 0.96)","3.19E-15"
"459.9","Circulatory disease NEC","circulatory system","SECTM1.13093.6.3","SomaScan","Secreted and transmembrane protein 1","0.95 (0.94 0.97)","1.02E-12"
"459.9","Circulatory disease NEC","circulatory system","CHST11.7779.86.3","SomaScan","Carbohydrate sulfotransferase 11","1.05 (1.03 1.06)","5.72E-12"
"459.9","Circulatory disease NEC","circulatory system","TPST2.8024.64.3","SomaScan","Protein-tyrosine sulfotransferase 2","1.05 (1.03 1.06)","1.19E-11"
"459.9","Circulatory disease NEC","circulatory system","TLR4.LY96.3647.49.4","SomaScan","Toll-like receptor 4:Lymphocyte antigen 96 complex","0.96 (0.95 0.97)","1.56E-10"
"459.9","Circulatory disease NEC","circulatory system","ISLR2.8528.74.3","SomaScan","Immunoglobulin superfamily containing leucine-rich repeat protein 2","0.96 (0.95 0.97)","1.72E-10"
"459.9","Circulatory disease NEC","circulatory system","ICAM5.8245.27.3","SomaScan","Intercellular adhesion molecule 5","0.96 (0.95 0.97)","3.82E-9"
"459.9","Circulatory disease NEC","circulatory system","CLIC5.12475.48.3","SomaScan","Chloride intracellular channel protein 5","1.04 (1.03 1.06)","4.23E-9"
"459.9","Circulatory disease NEC","circulatory system","ADGRF5.6409.57.3","SomaScan","Adhesion G protein-coupled receptor F5","0.96 (0.95 0.97)","5.79E-9"
"459.9","Circulatory disease NEC","circulatory system","MAN1A2.9077.10.3","SomaScan","Mannosyl-oligosaccharide 1,2-alpha-mannosidase IB","1.04 (1.03 1.05)","6.27E-9"
"459.9","Circulatory disease NEC","circulatory system","ISLR2.13124.20.3","SomaScan","Immunoglobulin superfamily containing leucine-rich repeat protein 2","0.96 (0.95 0.97)","1.62E-8"
"459.9","Circulatory disease NEC","circulatory system","BCAM.2816.50.2","SomaScan","Basal Cell Adhesion Molecule","1.04 (1.03 1.05)","2.24E-8"
"459.9","Circulatory disease NEC","circulatory system","ANP32B.4194.26.3","SomaScan","Acidic leucine-rich nuclear phosphoprotein 32 family member B","0.96 (0.95 0.97)","6.02E-8"
"459.9","Circulatory disease NEC","circulatory system","B3GNT2.7980.72.3","SomaScan","N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase 2","1.04 (1.03 1.05)","8.33E-8"
"459.9","Circulatory disease NEC","circulatory system","FAM3B.9177.6.3","SomaScan","Protein FAM3B","1.04 (1.02 1.05)","2.48E-7"
"459.9","Circulatory disease NEC","circulatory system","INHBC.6408.2.3","SomaScan","Inhibin beta C chain","0.96 (0.95 0.98)","3.25E-7"
"459.9","Circulatory disease NEC","circulatory system","EHMT2.5843.60.3","SomaScan","Histone-lysine N-methyltransferase EHMT2","1.04 (1.02 1.05)","7.23E-7"
"459.9","Circulatory disease NEC","circulatory system","GNRH1.5627.53.3","SomaScan","Progonadoliberin-1","0.97 (0.95 0.98)","7.50E-7"
"459.9","Circulatory disease NEC","circulatory system","HTN3.10603.1.3","SomaScan","Histatin-3","0.97 (0.95 0.98)","7.50E-7"
"459.9","Circulatory disease NEC","circulatory system","SEMA6A.7945.10.3","SomaScan","Semaphorin-6A","0.97 (0.95 0.98)","7.81E-7"
"459.9","Circulatory disease NEC","circulatory system","KLKB1.4152.58.2","SomaScan","Plasma kallikrein","1.03 (1.02 1.05)","1.66E-6"
"459.9","Circulatory disease NEC","circulatory system","B4GALT1.13381.49.3","SomaScan","Beta-1,4-galactosyltransferase 1","1.03 (1.02 1.05)","2.06E-6"
"459.9","Circulatory disease NEC","circulatory system","TMEM132C.11128.29.3","SomaScan","Transmembrane protein 132C","1.03 (1.02 1.05)","2.99E-6"
"459.9","Circulatory disease NEC","circulatory system","CUL3.10045.47.3","SomaScan","Cullin-3","0.97 (0.96 0.98)","2.99E-6"
"459.9","Circulatory disease NEC","circulatory system","SST.5957.30.3","SomaScan","Somatostatin-28","0.97 (0.96 0.98)","2.99E-6"
"459.9","Circulatory disease NEC","circulatory system","DEFB113.13374.4.3","SomaScan","Beta-defensin 113","1.03 (1.02 1.05)","2.99E-6"
"459.9","Circulatory disease NEC","circulatory system","GDF2.4880.21.1","SomaScan","Growth/differentiation factor 2","1.03 (1.02 1.05)","4.04E-6"
"459.9","Circulatory disease NEC","circulatory system","FAM3B.5618.50.3","SomaScan","Protein FAM3B","1.03 (1.02 1.05)","4.40E-6"
"459.9","Circulatory disease NEC","circulatory system","FLT4.2358.19.2","SomaScan","Vascular endothelial growth factor receptor 3","0.97 (0.96 0.98)","4.40E-6"
"459.9","Circulatory disease NEC","circulatory system","CHGA.8476.11.3","SomaScan","Chromogranin-A","0.97 (0.96 0.98)","4.97E-6"
"459.9","Circulatory disease NEC","circulatory system","KRTAP2.4.14615.46.3","SomaScan","Keratin-associated protein 2-4","0.97 (0.96 0.98)","5.36E-6"
"459.9","Circulatory disease NEC","circulatory system","ICAM5.5124.62.3","SomaScan","Intercellular adhesion molecule 5","0.97 (0.96 0.98)","7.10E-6"
"459.9","Circulatory disease NEC","circulatory system","SELP.4154.57.2","SomaScan","P-selectin","0.97 (0.96 0.98)","9.63E-6"
"459.9","Circulatory disease NEC","circulatory system","FIGF.13098.93.3","SomaScan","Vascular endothelial growth factor D","1.03 (1.02 1.04)","1.22E-5"
"459.9","Circulatory disease NEC","circulatory system","IL6ST.2620.4.2","SomaScan","Interleukin-6 receptor subunit beta","0.97 (0.96 0.98)","1.31E-5"
"459.9","Circulatory disease NEC","circulatory system","JAG1.5092.51.3","SomaScan","Protein jagged-1","0.97 (0.96 0.98)","1.98E-5"
"459.9","Circulatory disease NEC","circulatory system","CDH15.11215.6.3","SomaScan","Cadherin-15","0.97 (0.96 0.98)","2.05E-5"
"459.9","Circulatory disease NEC","circulatory system","ADM2.8100.15.3","SomaScan","ADM2","0.97 (0.96 0.98)","3.13E-5"
"459.9","Circulatory disease NEC","circulatory system","IBSP.3415.61.2","SomaScan","Bone sialoprotein 2","0.97 (0.96 0.98)","4.54E-5"
"459.9","Circulatory disease NEC","circulatory system","BMP7.2972.57.2","SomaScan","Bone morphogenetic protein 7","1.03 (1.02 1.04)","5.68E-5"
"459.9","Circulatory disease NEC","circulatory system","SERPINE1.2925.9.1","SomaScan","Plasminogen activator inhibitor 1","1.03 (1.02 1.04)","7.08E-5"
"459.9","Circulatory disease NEC","circulatory system","A2M.3708.62.1","SomaScan","Alpha-2-macroglobulin","1.03 (1.02 1.04)","7.30E-5"
"459.9","Circulatory disease NEC","circulatory system","CCL25.14068.29.3","SomaScan","C-C motif chemokine 25","0.97 (0.96 0.98)","7.82E-5"
"459.9","Circulatory disease NEC","circulatory system","TAC1.9337.43.3","SomaScan","Protachykinin-1","0.97 (0.96 0.98)","9.36E-5"
"459.9","Circulatory disease NEC","circulatory system","CAMK1.3592.4.3","SomaScan","Calcium/calmodulin-dependent protein kinase type 1","1.03 (1.02 1.04)","1.06E-4"
"459.9","Circulatory disease NEC","circulatory system","DBNL.4978.54.2","SomaScan","Drebrin-like protein","1.03 (1.02 1.04)","1.23E-4"
"459.9","Circulatory disease NEC","circulatory system","PDGFA.4499.21.1","SomaScan","Platelet-derived growth factor subunit A","1.03 (1.02 1.04)","1.36E-4"
"459.9","Circulatory disease NEC","circulatory system","IL2.3070.1.2","SomaScan","Interleukin-2","1.03 (1.02 1.04)","2.16E-4"
